,0
Aaron Fyfe,"<a href=""https://www.last.fm/music/Aaron+Fyfe"">Read more on Last.fm</a>"
All Smiles,"Jim Fairchild is the singer/songwriter and general creator of All Smiles, his first solo outing after his days in the band Grandaddy. His debut record, ""Ten Readings of a Warning"" was made along with drummers Janet Weiss (Sleater Kinney, Quasi), Joe Plummer (Modest Mouse, Black Heart Procession, Magic Magicians), Danny Seim (Lack Thereof, Menomena), and Solon Bixler (Great Northern).

""Oh For The Getting and Not Letting Go"", the new All Smiles album, was released Jun 30, 2009. <a href=""https://www.last.fm/music/All+Smiles"">Read more on Last.fm</a>"
Allosaurus,"<a href=""https://www.last.fm/music/Allosaurus"">Read more on Last.fm</a>"
April Showers,"There are two artists using this name. April Showers were a short-lived Glaswegian pop duo comprised of Jonathan Bernstein and Beatrice Colin. Releasing their only known single ""Abandon Ship"" on Big Star, a subsidiary of Chrysalis, in 1984 it quickly gained a cult following due to it's sparkling production from Anne Dudley (Art of Noise) and string-heavy arrangements. This quality was echoed on B-side ""Everytime We Say Goodbye"" with the 12-inch featuring an instrumental of Abandon Ship ""Abandon Ship Sing-A-Long-A-Wonder Mix"". <a href=""https://www.last.fm/music/April+Showers"">Read more on Last.fm</a>"
Atomic Blonde,"There's nothing quite like a woman who knows how to rock. Unfortunately, there aren't enough of them, but that doesn't mean they aren't out there. Since the inception of rock and roll, there have been several iconic trailblazers.

As many have learned, it isn't easy following in the footsteps of rock goddesses like Janis Joplin, Chrissie Hynde or Debbie Harry. Success can depend on several things, like the right mix of spunk and sex appeal, the ability to command the attention of an audience <a href=""https://www.last.fm/music/Atomic+Blonde"">Read more on Last.fm</a>"
Averkiou,"The band, pronounced (AH-VER-KYOO) released their debut album ""Throwing Sparks"" on Nov. 11th 2007 courtesy of Gainesville, Florida's own Clairecords and Barracuda Sound. Soon after the band released the 7"" single ""Wasted and High"" (which was recorded in the same sessions as the LP) b/w ""No One's Holding A Gun To Your Head (previously titled You Wouldn't Be Here)"". Additionally, the single features a digital download of the acoustic track ""Jersey"". <a href=""https://www.last.fm/music/Averkiou"">Read more on Last.fm</a>"
Babe Punch,"<a href=""https://www.last.fm/music/Babe+Punch"">Read more on Last.fm</a>"
Ben Jordan,"<a href=""https://www.last.fm/music/Ben+Jordan"">Read more on Last.fm</a>"
Blondelle,"This is my band actually, so I'll write the first description. We are a guitar based rock band based in North London. We have been mates and playing together since we were 13/14 respectively. we love stuff like Smashing Pumpkins, Velvet Underground, Rolling Stones, Pixies, etc... we sound like us, and us alone, a unique blend of all our favourite music and all sorts of influences, totally juxtaposed with each other. check out our video on mtv2 and youtube. and go to our site: <a href=""https://www.last.fm/music/Blondelle"">Read more on Last.fm</a>"
Blueshift Signal,"Assembled in the year 1993 by guitarist/vocalist Ron Kuba, the band briefly operated under the name Grace Mansion. This atmospheric quartet, some have said a stateside Slowdive, was rounded out by brother Mike Kuba - drums/keyboards, David Carpenter - keyboards/drums, and original bassist Kip. Both the name Grace Mansion and bassist Kip left after brief tenures, and before too long, Jay Bouchard answered a ‘bass player wanted’ advertisement for the more imaginatively titled Blueshift Signal. <a href=""https://www.last.fm/music/Blueshift+Signal"">Read more on Last.fm</a>"
Brains For Breakfast,"<a href=""https://www.last.fm/music/Brains+For+Breakfast"">Read more on Last.fm</a>"
Brickwork Lizards,"The Brickwork Lizards are an 8-piece Oxford band that bridge the divide between Arabic and Western music. They blend oud, cello, fiddle, guitar, banjo, trumpet, percussion into musical styles from traditional Arabic and jazz to blues, spoken word and hip-hop.

“The band sound like nothing else around. They have the charm and style of the 30’s and 40’s with the haunting seductiveness of Middle Eastern music brought bang up to date with the occasional non-intrusive rap elements. <a href=""https://www.last.fm/music/Brickwork+Lizards"">Read more on Last.fm</a>"
Bricolage,"Bricolage started playing live in some of Glasgow’s seamier environs at the tail-end of 2005, perfecting their louche and stylish Postcard / Vic Godard - influenced uplifting pop over the early months of 2006. By the summer of 2006, live dates had seen them play live with an eclectic array of artists (including Fire Engines, Long Blondes and Sun Ra’s Arkestra), which helped build up a following.

Bricolage began 2007 by releasing 7” single (Looting Takes the Waiting Out of Wanting) on Fantastic Plastic Records. <a href=""https://www.last.fm/music/Bricolage"">Read more on Last.fm</a>"
Central Hall,"<a href=""https://www.last.fm/music/Central+HALL"">Read more on Last.fm</a>"
Cherry Stain,"<a href=""https://www.last.fm/music/Cherry+Stain"">Read more on Last.fm</a>"
Clair De Lune,"There are two artists with this name.

1) Clair De Lune are an emo-rock band from Minnesota. They've released two albums and are currently signed to Deep Elm Records.

2) Ｃｌａｉｒ ｄｅ Ｌｕｎｅ were a visual kei group, noteable for having Kaito, the vocalist of Shulla and the newly formed group ""Guys Family"" (who also have Clair de Lune's bassist, Kazutake) and Sai, the guitarist of Shulla. Also in the group was Takane, who would later become the drummer for Charlotte. <a href=""https://www.last.fm/music/Clair+de+Lune"">Read more on Last.fm</a>"
Co-pilgrim,"http://www.myspace.com/copilgrim <a href=""https://www.last.fm/music/Co-Pilgrim"">Read more on Last.fm</a>"
Crooked Spies,"Hailing from Calgary, AB, Crooked Spies are a grungy, blues-fuelled rock band with an eclectic bag of sounds to wet your sonic palette. Drawing from a vast array of influences the band’s music features primal and thrashy riffs, contagious melodies, raw vocals, and a punch you in the face rhythm section. With songs ranging from stripped down blues cuts reminiscent of the early Black Keys, to relentless driving rock anthems the likes of The Raconteurs, you can’t help but lose a few stereocilia. <a href=""https://www.last.fm/music/Crooked+Spies"">Read more on Last.fm</a>"
Dayflower,"Dayflower pour their honey-drenched pop melodies over a collage of fuzzed-up synths, lo-fi beats, and jangly guitars.

The formation of the group was accidental and gradual. It started in 2013, when four musical misfits with a shared love of obscure '90s shoegaze and lo-fi pop got chatting outside a music venue in Leicester. Soon after, they began meeting to trawl through the absurdities of Youtube's underbelly, discuss HBO programmes and occasionally record a song. Then another song. And more songs. <a href=""https://www.last.fm/music/Dayflower"">Read more on Last.fm</a>"
Deep City,"<a href=""https://www.last.fm/music/Deep+City"">Read more on Last.fm</a>"
Ditt Inre,"Ditt Inre are Hampus Klint and Einar Andersson from Stockholm, Sweden, design moody electronic pop that's dark and brooding, yet also rich and full of hope. Their debut EP, En Värld I Brand, is perhaps one of Cascine's most poetic projects to date. In and amidst their sense of melancholy, these tracks exist in a state of weightlessness. Thoughtful and stirring are the best ways to describe this six song release. <a href=""https://www.last.fm/music/Ditt+Inre"">Read more on Last.fm</a>"
Dolly Mavies,"<a href=""https://www.last.fm/music/Dolly+Mavies"">Read more on Last.fm</a>"
Easy Does It,"<a href=""https://www.last.fm/music/Easy+Does+It"">Read more on Last.fm</a>"
Ed Zealous,"Ed Zealous are four skinny hipped hombres from Northern Ireland whose signature sound is a mid-tempo mash-up of cassios, heavy beats and sizzling synths. Taking influence from the likes of seminal legends David Bowie, Talking Heads and Pulp as well as A-Trak, Boys Noise and TV On The Radio, the band create their own vision of indie infused electro.

The band release first single ‘Medicines’ from their highly anticipated forthcoming debut album, an intense labour of love which was recorded with producer Eliot James. <a href=""https://www.last.fm/music/Ed+Zealous"">Read more on Last.fm</a>"
Eitha Da,"<a href=""https://www.last.fm/music/Eitha+Da"">Read more on Last.fm</a>"
Ether Aura,"Ether Aura was a shoegaze / indie rock band from Detroit, MI, United States active between 2004-2008.

In late 2003 instrumentalist Tony Hamera alongside neoteric vocalist Kate Hinote, began collaborating musically exploring a wide range of sonic landscapes and textures: from ethereal dreamscapes to hook-laden indie pop to swirling detonations of feedback and noise. Summer 2005 saw the release of their debut album ""Crash"", which was met with praise and enthusiasm from listeners eager for their rare brand of blissed-out indie rock. <a href=""https://www.last.fm/music/Ether+Aura"">Read more on Last.fm</a>"
EVØKE,"<a href=""https://www.last.fm/music/EV%C3%98KE"">Read more on Last.fm</a>"
Flatlands,"Flatlands create dark emotional and crushingly heavy music.  The band have already made waves in the underground scene, touring hard with their unique brand of post-metal via doom.  Merging the stripped down, elemental feel Neurosis and their ilk evoke on record with the painful torturous listening that is Khanate Flatlands sound is nothing but their own.  Their originality was paid tribute early in their career by having the legendary Super-Fi Records <a href=""https://www.last.fm/music/Flatlands"">Read more on Last.fm</a>"
Fulton Lights,"Fulton Lights are one of several projects masterminded by Brooklyn-based singer, composer, and musician Andrew Spencer Goldman, who has also recorded as leader of the groups John Guilt and Maestro Echoplex. For Fulton Lights, Goldman assembled an eclectic variety of musicians -- among them players who have worked with the Walkmen, Wilco, Dälek, Ida, the Beauty Pill, and Grenadine -- to create a suite of beautiful, ghostly songs in which acoustic pianos and string samples float over muted hip-hop beats as Goldman's soulful <a href=""https://www.last.fm/music/Fulton+Lights"">Read more on Last.fm</a>"
Gandi Lake,"<a href=""https://www.last.fm/music/Gandi+Lake"">Read more on Last.fm</a>"
Gold Sounds,"Thoughtful British Indie Pop music with catchy songs and nice sounds. <a href=""https://www.last.fm/music/Gold+Sounds"">Read more on Last.fm</a>"
Gregor,"There two artists sharing the name Gregor:

1) Gregor was a short-lived punk group from Michigan, USA, formed by 3/4 of current. they released only a demo and a 7"" called ""Extention / Explosion"", probably in 1995. However, the two featured tracks, ""Agrarian Republic"" and ""Non Plused Crush"" as well as the tracks ""Fur Mein Schatz"", ""The Last One"" and ""Rather Margrite"" are actually the songs of a different, early 2000's Gregor, based out of Tuscaloosa, Alabama, USA, who released songs on the Michigan based indie lable Asuarus Records. <a href=""https://www.last.fm/music/Gregor"">Read more on Last.fm</a>"
Hari & Aino,"<a href=""https://www.last.fm/music/+noredirect/Hari+&+Aino"">Read more on Last.fm</a>"
Have Mercy Las Vegas,"<a href=""https://www.last.fm/music/Have+Mercy+Las+Vegas"">Read more on Last.fm</a>"
Jacob Yates and the Pearly Gate Lock Pickers,"<a href=""https://www.last.fm/music/Jacob+Yates+and+the+Pearly+Gate+Lock+Pickers"">Read more on Last.fm</a>"
Jodi King,"In a day and age where the prevailing pop culture loves nothing more than to pit women against one another and provoke confrontation and antagonistic independence, Winnipeg born singer/songwriter Jodi King is a breath of fresh air. Non-confrontational and non-aggressive, Jodi is every girl’s best friend and every guy’s “girl-next-door”. Honest, sincere and intimate, the songs evoke K.T. Tunstall or Colbie Caillat.  

Jodi’s forthcoming LP <a href=""https://www.last.fm/music/Jodi+King"">Read more on Last.fm</a>"
